epoch,train_total_loss,train_per,val_total_loss,val_per
0,1.7129013140996296,,3.0371361480039707,0.9882322303921569
1,1.2517699272828835,,2.21580611817977,0.6444503983457116
2,1.005100147392679,,1.9649450232000911,0.5908755020887325
3,0.9183823369189849,,1.848123013272005,0.5600480084839426
4,0.8700754398054298,,1.7716894318075742,0.5397334440564097
5,0.8360906828292867,,1.7122778640073888,0.5216955371752006
6,0.8102343631861091,,1.6594789995866663,0.5073939785221456
7,0.7899053457592986,,1.6321831058053409,0.4944156331727078
8,0.7721223280880436,,1.5966826410854564,0.48670205992410664
9,0.7577353927383036,,1.5741111713297227,0.48105879690164144
10,0.7462821091513343,,1.5514729051028981,0.4786913607363584
11,0.7350448283083394,,1.5239993123447193,0.46778185833277314
12,0.724447889357352,,1.5049799484365127,0.46458406667442204
13,0.7164135633129559,,1.488531177184161,0.45844511291686774
14,0.7085302541602961,,1.4738161339479334,0.45662930247595035
15,0.7007018813268591,,1.450460000599132,0.4499467611000194
16,0.6942302374024912,,1.4515188960468068,0.446216615194882
17,0.6879425332824187,,1.4410275809905109,0.4440226034497465
18,0.6832643816961979,,1.4208269077188829,0.4457167714056496
19,0.6766270700353889,,1.406567040611716,0.43859092007736494
20,0.6708926540223291,,1.392665415651658,0.431322553973579
21,0.6666300174783112,,1.3935085436877082,0.43733658655832564
22,0.6616357277764982,,1.3972404998891494,0.43145383961389844
23,0.6590443735763758,,1.384556264035842,0.431224091785734
24,0.6537896501767644,,1.3716045772328096,0.42330360135289247
25,0.6502636857375758,,1.3563395387986128,0.42454522353379326
26,0.6475673691966871,,1.35461144026588,0.41996755227668814
27,0.6433649884742324,,1.342375319144305,0.4193356872447918
28,0.6407396154877877,,1.35293089501998,0.4328983631688355
29,0.6386956215163748,,1.331342936964596,0.4260611807023493
30,0.6332628712716265,,1.3198047027868383,0.42275954758399753
31,0.6326426010675082,,1.354164823363809,0.4313658970865249
32,0.6308528292791987,,1.316927097124212,0.4198601974942375
33,0.6269145966468156,,1.3130442731520708,0.42036453100277843
34,0.6252162468741258,,1.315479644607095,0.4203048869304108
35,0.6254197590713078,,1.3094429829541374,0.4170429934441269
36,0.6221263714093331,,1.3006268403109382,0.4198808662427671
37,0.6186841868445,,1.3008274835698745,0.42031314232372097
38,0.6164588920022162,,1.3046461189494414,0.41816073457419267
39,0.6143965989876392,,1.2920331527205076,0.4131533694697074
40,0.6132372140582276,,1.2883417262750514,0.41128686116496543
41,0.6110001382492833,,1.2843819071264828,0.4120383868492633
42,0.6089842370849515,,1.2974983720218434,0.41743006850942177
43,0.60770323040288,,1.2841877705910627,0.4110055198924692
44,0.6075097336994689,,1.2921004575841568,0.4160280377526543
45,0.6046265591292919,,1.2644046229474686,0.40855513878159366
46,0.6048290258353959,,1.257714332552517,0.40759161766447616
47,0.6023789206234235,,1.2609349412076614,0.4054086239209458
48,0.6007794724148366,,1.2621429029633018,0.4066498807435789
49,0.6001649907525541,,1.283507129725288,0.4116377379255125
50,0.6011045717139938,,1.2783187368336846,0.408640605435963
51,0.5952514363333651,,1.246877523730783,0.40510501940849725
52,0.5948989246307638,,1.2439210407874164,0.4001318678916228
53,0.5923425323241521,,1.2498163447660557,0.40385095200186183
54,0.5922769694808253,,1.2397231550777659,0.40094261991816066
55,0.5901857188666986,,1.2471311442992266,0.402210645593039
56,0.5905914270026138,,1.2342595892793993,0.4004301822388385
57,0.5873121575488579,,1.2364953665172354,0.39916575646131724
58,0.5866956194759767,,1.2336355370633743,0.3992028799099213
59,0.5860713345976288,,1.2284696214339312,0.39505452885157927
60,0.583078334369206,,1.2198208815911238,0.393380359512763
61,0.5817255752474508,,1.2247453177676482,0.3973856750252844
62,0.5833196947461248,,1.2318745935664457,0.3941980680461692
63,0.5813235175759212,,1.2126347745166106,0.3907791315639077
64,0.5788491509356649,,1.2323987217510448,0.39769794623436494
65,0.5774331469913339,,1.221660481480991,0.3941731202789856
66,0.5779122129503494,,1.2154422227074118,0.3924906552558902
67,0.5764900671739438,,1.2146560556748334,0.392184879555705
68,0.5723176540929628,,1.2182275870267083,0.39181911787899765
69,0.5743210784858935,,1.2027708944152384,0.38775077773448074
70,0.5720091934814678,,1.2285774735843433,0.3948014825906006
71,0.5740034635548081,,1.1899574441068312,0.3878148583076558
72,0.5714493528558757,,1.2200955503127153,0.3943863218289017
73,0.5716805469937984,,1.203103543730343,0.38902336235894114
74,0.5713909819682612,,1.218687654944027,0.3924773205102567
75,0.5697127500795783,,1.1990253329277039,0.38634404117695087
76,0.5664639533961593,,1.2008214396588943,0.3876162083874447
77,0.5658483620199811,,1.2104244239190045,0.3902981310542254
78,0.565228682733405,,1.1973462252055898,0.3869284131561889
79,0.5635447711176899,,1.1890764797435087,0.385787343622419
80,0.5667361636294739,,1.1962427616119384,0.3882004947784265
81,0.5659225373172598,,1.194783140631283,0.38538660466214647
82,0.563481167437171,,1.1967293171321645,0.38930252450108954
83,0.5627770903905808,,1.1934391211060917,0.38709221999131477
84,0.5597919794907755,,1.185390067801756,0.38419518653349344
85,0.559286485288329,,1.1707012569203097,0.3806098485532007
86,0.5598315887266445,,1.2028316217310289,0.38579361948914176
87,0.5587367187540744,,1.1733006645651425,0.37889801203133117
88,0.5594875739877017,,1.1807602910434498,0.3825487932870397
89,0.5570339788396146,,1.1545825313119327,0.3732770540656873
90,0.5573405604876961,,1.1763935011975906,0.38362476006753204
91,0.5559822398627002,,1.1665704979616054,0.38055373258764147
92,0.5559672822475779,,1.166474791134105,0.37784788135939934
93,0.5562151971788127,,1.1605690654586343,0.3747777809664068
94,0.5528022358663813,,1.1695435832528507,0.38062959664595414
95,0.5540633803759972,,1.1745291773010702,0.37956272802555213
96,0.5516828197932836,,1.1699580914833967,0.3788968265093946
97,0.5517596093865371,,1.1621803325765274,0.3783776886656354
98,0.5507401242409816,,1.1607029367895687,0.37580678967597986
99,0.5500664366505844,,1.1877077256931978,0.3840617259519208
100,0.5507214294736178,,1.171635663509369,0.38203302876548173
101,0.5488553737460373,,1.17497437841752,0.37858974367992193
102,0.5472972443965274,,1.15252105067758,0.3735787759876064
103,0.5452369671281685,,1.1464152567526873,0.37428336458654937
104,0.5451139791731727,,1.1556334635790657,0.3756304221129387
105,0.545575043263425,,1.1517413048183216,0.37444093934510775
106,0.5444302048094457,,1.1440330813912785,0.37093477562167027
107,0.5448748424753543,,1.15440773192574,0.37202627884098277
108,0.546304829513972,,1.1549193459398606,0.37638563256695934
109,0.543442993795069,,1.1362186172429254,0.37046764631312523
110,0.543823527190641,,1.1457316258374382,0.3717901217872611
111,0.542544835810209,,1.1434562528834624,0.3706635442956856
112,0.5432806028034731,,1.1538347118041095,0.37283441705813564
113,0.5424577390229733,,1.1439691620714525,0.37325099439630915
114,0.5408779367455646,,1.1395829221781562,0.3717231968239845
115,0.5395828630364289,,1.141970419883728,0.3713584527295751
116,0.5396867866119612,,1.1448549537097708,0.37310366009336376
117,0.5407407680643719,,1.1437679543214685,0.37211391140050754
118,0.5368031786888255,,1.1197191988720614,0.3656633849566102
119,0.5381771716811419,,1.134878244820763,0.3736507422536616
120,0.5385046756745191,,1.138867736563963,0.37048784672295765
121,0.5369632934606107,,1.1368928306242998,0.36887134002984423
122,0.5369860437392268,,1.1368992076200597,0.3689959454459466
123,0.5349341619570072,,1.1275452740052168,0.36504222903762035
124,0.5340849418168824,,1.129989847014932,0.36601071350378356
125,0.5355883175959024,,1.1247007783721474,0.3645325735995705
126,0.5354553434243388,,1.131729543910307,0.3672747898678304
127,0.5336393341691834,,1.1369888621218065,0.3691829772752766
128,0.5338535734256511,,1.1389004826545714,0.36961581893091555
129,0.5338777971748221,,1.132783957789926,0.36802861450753943
130,0.53354136392226,,1.1215171070659862,0.3643894330176415
131,0.531648284027089,,1.109948017316706,0.36255029697773333
132,0.5305809500768166,,1.1197452215587391,0.3637241100376364
133,0.5313559612616692,,1.129988601628472,0.3667512832334385
134,0.5309499589438142,,1.1222831291310928,0.3651170853903246
135,0.5302375360168813,,1.1314318404478185,0.3680662070703089
136,0.5297415490717868,,1.106657856352189,0.3605559682646298
137,0.5290226092121033,,1.1249698148054235,0.3633357921051655
138,0.529171389620459,,1.1199330687522888,0.3647246041676818
139,0.5285352548121716,,1.1213643256355734,0.3656556413618182
140,0.5284042235750696,,1.1210503458976746,0.3663910236217371
141,0.5284354030841392,,1.1051814815577339,0.3598893113958582
142,0.5281759534888069,,1.1002374312456917,0.35954600343935167
143,0.5274157046034461,,1.1102911577505223,0.3608391231929397
144,0.5275152115726309,,1.1182705374325024,0.36449337342582694
145,0.5270555429259505,,1.11396762974122,0.36223270086382503
146,0.52803713383952,,1.1208557717940386,0.36383803666816145
147,0.5268101965765316,,1.113931270907907,0.36187343479318945
148,0.5272936602160173,,1.1085358872133142,0.3627007501355173
149,0.5262317178605002,,1.1198720174677232,0.3630750073388196
150,0.5255758641941836,,1.109906878190882,0.36128178982880144
151,0.5254171563610488,,1.1109040940509123,0.3607089901945801
152,0.5243110309224356,,1.1169264625100528,0.36384421608684214
153,0.5239301432942872,,1.1074138963923734,0.36037898618691105
154,0.5241655243168181,,1.108512745885288,0.3610569829260473
155,0.5231879934679331,,1.1060029177104727,0.35902208823317755
156,0.5233287328673019,,1.1023077347699333,0.3577278039281498
157,0.5225242345683563,,1.0965250057332656,0.35780532057696857
158,0.5221280523639009,,1.1134065691162558,0.36394562909908856
159,0.5230356848832636,,1.1197943624328164,0.3614531241649688
160,0.5227036516778054,,1.1099614648257985,0.35920217102773566
161,0.5217663668187782,,1.0950465959661146,0.35617600313996345
162,0.5227035760462299,,1.1059184915879194,0.3600727876553691
163,0.5223558358371531,,1.1022164919797113,0.35845419527690947
164,0.5215654602063442,,1.1117965144269606,0.3594377039515728
165,0.5221854624772976,,1.1023121455136466,0.35973421897284663
166,0.5224975104381461,,1.1003983062856337,0.3595435477458626
167,0.5225134980928889,,1.0977632529595318,0.3574871259178592
168,0.5218644429455913,,1.1028867840766907,0.3594136927495605
169,0.5208929428840184,,1.098040368977715,0.35815351258167555
170,0.5202857750770754,,1.0869553131215712,0.3557788497363716
171,0.519913235444134,,1.0993623123449439,0.3598182845233113
172,0.5201616003810856,,1.100462233319002,0.3585630751437394
173,0.5199981780190874,,1.1051197998663957,0.36229692254047263
174,0.5201923835185481,,1.1043031327864703,0.3584744959013359
175,0.5197850998518924,,1.0899645594989553,0.35403600703563026
176,0.5196746611059964,,1.0955994928584378,0.3581335031487925
177,0.5203313815645512,,1.1028940228854909,0.36030060194167635
178,0.5194067413352866,,1.0940459791351766,0.35663652896473963
179,0.5190302508481022,,1.094309676394743,0.35768205508153933
180,0.5186058243863858,,1.0935559244716868,0.35629435591180386
181,0.5188115194112588,,1.1058049054706798,0.3599693951846067
182,0.5188906542811162,,1.0929624192854936,0.356328629616235
183,0.5178150964076755,,1.1061342183281393,0.3606560743882623
184,0.5183796781489965,,1.0963539411039913,0.3562204068549195
185,0.5178863813904153,,1.097931260922376,0.3605746140484477
186,0.5181416060983228,,1.092385989778182,0.3574559773823009
187,0.5179331453488756,,1.0905286704792696,0.35498856786920785
188,0.5179898595640172,,1.0952880571870243,0.3569395681684161
189,0.517783715267156,,1.0930581730954787,0.3569753456462549
190,0.5177557599838016,,1.090926267119015,0.35578177282281165
191,0.5178973499182886,,1.0981225048794465,0.3559811517175507
192,0.5173683624005162,,1.0922249948277194,0.3553549449286445
193,0.5172870539393138,,1.098165158664479,0.3572636045125523
194,0.5168183595481599,,1.1069945580819074,0.36034331027553357
195,0.5166558155454128,,1.0926909706171821,0.35618195494246363
196,0.5167468037261153,,1.0897853830281425,0.3562715975172506
197,0.5160939323709347,,1.094247165146996,0.35688960904200595
198,0.5160398612254316,,1.0897338039734785,0.35566842036936214
199,0.515878849449061,,1.0948964041822098,0.35778895627500984
